,Rank,Title,Score,Your Score,0,genres,studio,voice actors,media type,year
740,741,Kaze Tachinu,8.19,,https://myanimelist.net/anime/16662/Kaze_Tachinu,"['Psychological', 'Historical', 'Thriller', 'Drama', 'Seinen']",Madhouse,"['Sakai, Masato', 'Miyano, Mamoru', 'Koyama, Rikiya', 'Mizuki, Nana', 'Sakai, Masato', 'Kiuchi, Hidenobu', 'Sakai, Masato', 'Sakai, Masato', 'Endou, Aya', 'Park, Romi']",TV,2009
741,742,Soul Eater NOT!,6.19,,https://myanimelist.net/anime/21507/Soul_Eater_NOT,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",Toei Animation,"['Orikasa, Fumiko', 'Imai, Yuka', 'Tsumura, Makoto', 'Takahashi, Hiroki', 'Tada, Aoi', 'Nozawa, Masako', 'Yamaguchi, Mayumi', 'Kaneda, Tomoko', 'Takahashi, Hiroki', 'Asada, Yoko']",TV,2001
742,743,ef: A Tale of Melodies.,8.11,,https://myanimelist.net/anime/4789/ef__A_Tale_of_Melodies,"['Action', 'Game', 'Comedy', 'Fantasy', 'Shounen']",Toei Animation,"['Ogata, Megumi', 'Midorikawa, Hikaru', 'Morikawa, Toshiyuki', 'Ogata, Megumi', 'Kashiwakura, Tsutomu', 'Kakazu, Yumi', 'Okiayu, Ryotaro', 'Kashiwakura, Tsutomu', 'Miwa, Katsue']",TV,1998
743,744,Shinryaku! Ika Musume,7.54,,https://myanimelist.net/anime/8557/Shinryaku_Ika_Musume,"['Drama', 'Historical', 'Romance']",Studio Ghibli,"['Anno, Hideaki', 'Iino, Mayu', 'Alpert, Stephen', 'Nishijima, Hidetoshi', 'Nomura, Mansai', 'Nishimura, Masahiko', 'Shida, Mirai', 'Kunimura, Jun', 'Ootake, Shinobu']",Movie,2013
744,745,Eve no Jikan,8.17,,https://myanimelist.net/anime/3167/Eve_no_Jikan,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",Madhouse,"['Seki, Tomokazu', 'Hamada, Kenji', 'Tachiki, Fumihiko', 'Ootomo, Ryuuzaburou', 'Kayumi, Iemasa', 'Koyasu, Takehito', 'Chafurin', 'Miyata, Hikaru', 'Nakata, Jouji', 'Hanawa, Eiji']",TV,2003
745,746,"Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!  Movie (1 eps)  Aug 2005 - Aug 2005  126,152 members",6.98,,https://myanimelist.net/anime/936/Naruto_Movie_2__Dai_Gekitotsu_Maboroshi_no_Chiteiiseki_Dattebayo,"['Comedy', 'Seinen', 'Slice of Life']",A-1 Pictures,"['Suzuki, Tatsuhisa', 'Kayano, Ai', 'Toyosaki, Aki', 'Nakahara, Mai', 'Sakurai, Takahiro', 'Koyama, Rikiya', 'Ookubo, Rumi', 'Kakihara, Tetsuya', 'Takahashi, Mikako', 'Kobayashi, Yuu']",TV,2013
746,747,Jinrui wa Suitai Shimashita,7.86,,https://myanimelist.net/anime/10357/Jinrui_wa_Suitai_Shimashita,"['Action', 'Sci-Fi', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",Xebec,"['Kido, Ibuki', 'Tamura, Mutsumi', 'Mizuhara, Kaoru', 'Chihara, Minori', 'Kitamura, Eri', 'Mizuhara, Kaoru', 'Misawa, Sachika', 'Aizawa, Mai', 'Maeno, Tomoaki', 'Tadokoro, Azusa']",TV,2014
747,748,"YuâGiâOh!  TV (27 eps)  Apr 1998 - Oct 1998  125,566 members",7.29,,https://myanimelist.net/anime/550/Yu☆Gi☆Oh,"['Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural']",Studio Deen,"['Kugimiya, Rie', 'Shimono, Hiro', 'Yukana', 'Inokuchi, Yuka', 'Horie, Yui', 'Matsuoka, Yuki', 'Katou, Emiri', 'Kamiya, Hiroshi', 'Nigo, Mayako', 'Tanabe, Shingo']",TV,2011
748,749,Servant x Service,7.77,,https://myanimelist.net/anime/18119/Servant_x_Service,"['Sports', 'Psychological', 'Seinen']",Madhouse,"['Hagiwara, Masato', 'Yamaguchi, Kappei', 'Isobe, Tsutomu', 'Matsukaze, Masaya', 'Terashima, Takuma', 'Tobita, Nobuo', 'Fujita, Toshiko', 'Tokumoto, Yukitoshi', 'Kusunoki, Taiten', 'Furukawa, Toshio']",TV,2008
749,750,One Outs,8.39,,https://myanimelist.net/anime/5040/One_Outs,"['Comedy', 'Ecchi', 'Fantasy', 'School']",C-Station,"['Ise, Mariya', 'Sakura, Ayane', 'Takahashi, Kouji', 'Inoue, Marina', 'Sakakibara, Yui', 'Shimoda, Asami', 'Endou, Aya', 'Oogame, Asuka', 'Maeno, Tomoaki', 'Koyasu, Takehito']",TV,2014
750,751,Aoi Bungaku Series,7.83,,https://myanimelist.net/anime/7193/Aoi_Bungaku_Series,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Thriller']",Studio Deen,"['Nakahara, Mai', 'Tamura, Yukari', 'Yukino, Satsuki', 'Horie, Yui', 'Hoshi, Soichiro', 'Kanai, Mika', 'Yukino, Satsuki', 'Itou, Miki', 'Chafurin', 'Kobayashi, Yuu']",OVA,2009
751,752,"Baccano! Specials  Special (3 eps)  Feb 2008 - May 2008  125,009 members",8.22,,https://myanimelist.net/anime/3901/Baccano_Specials,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",Daume,"['Inoue, Kikuko', 'Hoshi, Soichiro', 'Tamura, Yukari', 'Kaneda, Tomoko', 'Takada, Yumi', 'Kawasumi, Ayako', 'Iwata, Mitsuo', 'Koorogi, Satomi', 'Miura, Hiroaki', 'Ohara, Sayaka']",TV,2002
752,753,"Durarara!! Specials  Special (2 eps)  Aug 2010 - Feb 2011  124,993 members",7.99,,https://myanimelist.net/anime/8408/Durarara_Specials,"['Game', 'Slice of Life', 'Comedy']",Doga Kobo,"['Takada, Yuuki', 'Hikasa, Yoko', 'Yamaguchi, Megumi', 'Morinaga, Chitose', 'Asahina, Madoka', 'Takeo, Ayumi', 'Toda, Megumi', 'Kayano, Ai', 'Kitamura, Eri', 'Suzuki, Arisa']",TV,2017
753,754,Slam Dunk,8.54,,https://myanimelist.net/anime/170/Slam_Dunk,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",Toei Animation,"['Kusao, Takeshi', 'Midorikawa, Hikaru', 'Okiayu, Ryotaro', 'Shioya, Yoku', 'Yanada, Kiyoyuki', 'Ootsuka, Houchuu', 'Morikawa, Toshiyuki', 'Hiramatsu, Akiko', 'Nishimura, Tomomichi', 'Tsujitani, Kouji']",TV,1993
754,755,Mariaâ Holic,7.12,,https://myanimelist.net/anime/5030/Maria†Holic,"['Action', 'Sci-Fi', 'Fantasy']",Sunrise,"['Fukuyama, Jun', 'Chihara, Minori', 'Sawashiro, Miyuki', 'Saito, Chiwa', 'Ono, Daisuke', 'Inoue, Marina', 'Koshimizu, Ami', 'Kobayashi, Yuu', 'Yuuki, Aoi', 'Nitta, Emi']",TV,2011
755,756,Digimon Tamers,7.66,,https://myanimelist.net/anime/874/Digimon_Tamers,"['Action', 'Historical', 'Military']",Ajia-Do,"['Akaneya, Himika', 'Hayami, Saori', 'Suwabe, Junichi', 'KENN', 'Uchida, Aya', 'Touyama, Nao', 'Hanae, Natsuki', 'Hirakawa, Daisuke', 'Amamiya, Sora', 'Majima, Junji']",TV,2016
756,757,Seikoku no Dragonar,6.70,,https://myanimelist.net/anime/21033/Seikoku_no_Dragonar,"['Harem', 'Comedy', 'Magic', 'Ecchi', 'Fantasy']",Ajia-Do,"['Waki, Azumi', 'Mizunaka, Masaaki', 'Serizawa, Yuu', 'Ookubo, Rumi', 'Tanezaki, Atsumi', 'Katou, Emiri', 'Hara, Yumi', 'Okiayu, Ryotaro', 'Ohara, Sayaka', 'Senbongi, Sayaka']",TV,2018
757,758,Higashi no Eden Movie I: The King of Eden,7.68,,https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden,"['Action', 'Fantasy', 'Magic', 'Supernatural']",ufotable,"['Kawasumi, Ayako', 'Ueda, Kana', 'Sugiyama, Noriaki', 'Shitaya, Noriko', 'Koyama, Rikiya', 'Seki, Tomokazu', 'Suwabe, Junichi', 'Kadowaki, Mai', 'Nakata, Jouji', 'Canna, Nobutoshi']",Movie,2017
758,759,Gungrave,7.93,,https://myanimelist.net/anime/267/Gungrave,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",Studio Pierrot,"['Morita, Masakazu', 'Orikasa, Fumiko', 'Itou, Kentarou', 'Sugiyama, Noriaki', 'Nakai, Kazuya', 'Park, Romi', 'Okiayu, Ryotaro', 'Matsuoka, Yuki', 'Matsutani, Kaya']",Movie,2010
759,760,Tokyo ESP,6.62,,https://myanimelist.net/anime/21353/Tokyo_ESP,"['Drama', 'Fantasy', 'Historical', 'Romance']",Gonzo,"['Mizusawa, Fumie', 'Mizushima, Takahiro', 'Okiayu, Ryotaro', 'Nojima, Hirofumi', 'Toriumi, Kousuke', 'Inoue, Kazuhiko', 'Tachibana, Shinnosuke', 'Matsuki, Miyu', 'Hirohashi, Ryou', 'Fujiwara, Keiji']",TV,2007
760,761,Kyoukaisenjou no Horizon,7.21,,https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon,"['Comedy', 'Shounen']",David Production,"['Maeno, Tomoaki', 'Hanazawa, Kana', 'Naganawa, Maria', 'Inoue, Kikuko', 'Ichimichi, Mao', 'Ono, Daisuke', 'Okamoto, Nobuhiko', 'Yukinari, Toa', 'Chiba, Shoya', 'Sugita, Tomokazu']",TV,2018
761,762,Dragon Crisis!,6.84,,https://myanimelist.net/anime/9330/Dragon_Crisis,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",Toei Animation,"['Tanaka, Mayumi', 'Nakai, Kazuya', 'Hirata, Hiroaki', 'Yamaguchi, Yuriko', 'Ootani, Ikue', 'Okamura, Akemi', 'Yamaguchi, Kappei', 'Cho', 'Yao, Kazuki', 'Takenaka, Naoto']",Movie,2009
762,763,"Tokyo Ghoul: ""Jack""",7.60,,https://myanimelist.net/anime/30458/Tokyo_Ghoul__Jack,"['Psychological', 'Drama', 'Magic', 'Thriller']",Shaft,"['Saito, Chiwa', 'Yuuki, Aoi', 'Nonaka, Ai', 'Mizuhashi, Kaori', 'Kitamura, Eri', 'Katou, Emiri', 'Gotou, Yuuko', 'Shintani, Ryouko', 'Mizuhashi, Kaori']",Movie,2012
763,764,"Tengen Toppa Gurren Lagann Movie 2: Lagann-hen  Movie (1 eps)  Apr 2009 - Apr 2009  122,794 members",8.62,,https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,"['Action', 'Military', 'Space', 'Mecha']",Sunrise,"['Kimura, Ryouhei', 'Tomatsu, Haruka', 'Osaka, Ryota', 'Seto, Asami', 'Yuuki, Aoi', 'Fukuyama, Jun', 'Ono, Yuuki', 'Kaji, Yuki', 'Toyosaki, Aki', 'Fukuen, Misato']",TV,2013
764,765,One Piece Film: Strong World,8.31,,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World,"['Action', 'Magic', 'Mystery', 'Romance', 'Supernatural', 'Thriller']",ufotable,"['Sakamoto, Maaya', 'Fujimura, Ayumi', 'Honda, Takako', 'Suzumura, Kenichi', 'Nakata, Jouji', 'Hoshi, Soichiro', 'Iguchi, Yuka', 'Mizuki, Nana', 'Okiayu, Ryotaro', 'Kitamura, Eri']",Movie,2008
765,766,Shuumatsu no Izetta,6.83,,https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta,"['Action', 'Mecha', 'Sci-Fi', 'Space', 'Super Power']",Gainax,"['Kakihara, Tetsuya', 'Fukui, Yukari', 'Konishi, Katsuyuki', 'Inoue, Marina', 'Hiyama, Nobuyuki', 'Taniyama, Kishou', 'Itou, Shizuka', 'Ikeda, Narushi', 'Onosaka, Masaya', 'Saiga, Mitsuki']",Movie,2009
766,767,Higurashi no Naku Koro ni Rei,7.52,,https://myanimelist.net/anime/3652/Higurashi_no_Naku_Koro_ni_Rei,"['Comedy', 'Shounen', 'Supernatural']",TMS Entertainment,"['Hirohashi, Ryou', 'Ono, Daisuke', 'Saito, Chiwa', 'Nakata, Jouji', 'Yamamoto, Kazutomi', 'Kanemoto, Hisako', 'Satou, Rina', 'Yukana', 'Toriumi, Kousuke', 'Nonaka, Ai']",TV,2014
767,768,OnegaiâTeacher,7.29,,https://myanimelist.net/anime/195/Onegai☆Teacher,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",Gonzo,"['Kadowaki, Mai', 'Nogawa, Sakura', 'Saito, Chiwa', 'Ohashi, Ayuru', 'Fukuen, Misato', 'Chiba, Saeko', 'Sonozaki, Mie', 'Nazuka, Kaori', 'Sawashiro, Miyuki', 'Koshimizu, Ami']",TV,2008
768,769,Bleach Movie 4: Jigoku-hen,7.71,,https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen,"['Drama', 'Game', 'Josei', 'School', 'Slice of Life', 'Sports']",Madhouse,"['Seto, Asami', 'Miyano, Mamoru', 'Terasaki, Yuka', 'Nakamichi, Mihoko', 'Kayano, Ai', 'Ohara, Takashi', 'Yonaga, Tsubasa', 'Touchi, Hiroki', 'Nara, Tooru', 'Ishizuka, Unshou']",TV,2013
769,770,Mahou Shoujo MadokaâMagica Movie 1: Hajimari no Monogatari,8.26,,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari,"['Romance', 'Slice of Life', 'Supernatural']",P.A. Works,"['Fukagawa, Seria', 'Osaka, Ryota', 'Taneda, Risa', 'Hayami, Saori', 'Shimazaki, Nobunaga', 'Yamashita, Daiki', 'Tanaka, Atsuko', 'Kayano, Ai', 'Touyama, Nao', 'Itou, Miki']",TV,2014
770,771,Romeo x Juliet,7.78,,https://myanimelist.net/anime/1699/Romeo_x_Juliet,"['Action', 'Drama', 'Horror', 'School', 'Seinen', 'Supernatural']",Studio Pierrot,"['Namikawa, Daisuke', 'Hayami, Saori', 'Kimura, Ryouhei', 'Nishi, Rintarou', 'Ueda, Yuji', 'Ookubo, Rumi', 'Suzuki, Tatsuhisa']",OVA,2015
771,772,Chihayafuru 2,8.47,,https://myanimelist.net/anime/14397/Chihayafuru_2,"['Action', 'Mecha', 'Military', 'Sci-Fi']",Sunrise,"['Irino, Miyu', 'Sakamoto, Maaya', 'Matsuoka, Yoshitsugu', 'Hikasa, Yoko', 'Hino, Satoshi', 'Ishizuka, Unshou', 'Matsukaze, Masaya', 'Fujiwara, Keiji', 'Hayami, Saori', 'Konishi, Katsuyuki']",Movie,2012
772,773,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.63,,https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA,"['Comedy', 'Romance', 'School']",Brain's Base,"['Eguchi, Takuya', 'Hayami, Saori', 'Touyama, Nao', 'Yuzuki, Ryouka', 'Komatsu, Mikako', 'Yuuki, Aoi', 'Koshimizu, Ami', 'Hiyama, Nobuyuki', 'Sasaki, Nozomi', 'Inoue, Marina']",OVA,2013
773,774,Kara no Kyoukai 6: Boukyaku Rokuon,7.63,,https://myanimelist.net/anime/5204/Kara_no_Kyoukai_6__Boukyaku_Rokuon,"['Drama', 'Romance', 'Fantasy', 'School']",Toei Animation,"['Nojima, Kenji', 'Nakahara, Mai', 'Koorogi, Satomi', 'Kuwashima, Houko', 'Hirohashi, Ryou', 'Okiayu, Ryotaro', 'Noto, Mamiko', 'Sakaguchi, Daisuke', 'Inoue, Kikuko', 'Midorikawa, Hikaru']",Movie,2007
774,775,Gugure! Kokkuri-san,7.65,,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,"['Drama', 'Magic', 'Psychological', 'Thriller']",Shaft,"['Saito, Chiwa', 'Yuuki, Aoi', 'Katou, Emiri', 'Nonaka, Ai', 'Mizuhashi, Kaori', 'Kitamura, Eri', 'Gotou, Yuuko', 'Shintani, Ryouko', 'Mizuhashi, Kaori', 'Mizuhashi, Kaori']",Movie,2012
775,776,Mahou Shoujo MadokaâMagica Movie 2: Eien no Monogatari,8.43,,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari,"['Psychological', 'Drama', 'Romance', 'School', 'Shounen']",Zexcs,"['Ise, Mariya', 'Ueda, Shinichirou', 'Hikasa, Yoko', 'Hamazoe, Shinya', 'Matsuzaki, Katsutoshi', 'Uemura, Ayako', 'Doi, Mika', 'Nakahara, Shigeru']",TV,2013
776,777,Kakumeiki Valvrave,7.26,,https://myanimelist.net/anime/16668/Kakumeiki_Valvrave,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']",Production I.G,"['Nakai, Kazuya', 'Hoshi, Soichiro', 'Ishino, Ryuuzou', 'Koyasu, Takehito', 'Morikawa, Toshiyuki', 'Morita, Masakazu', 'Nakahara, Shigeru', 'Wakamoto, Norio', 'Hayami, Show', 'Ookawa, Tooru']",TV,2009
777,778,Strike Witches,7.10,,https://myanimelist.net/anime/3667/Strike_Witches,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",Studio Pierrot,"['Takeuchi, Junko', 'Morikawa, Toshiyuki', 'Hayami, Saori', 'Ootomo, Ryuuzaburou', 'Tamura, Mutsumi', 'Ootsuka, Houchuu', 'Nakamura, Chie', 'Katsuki, Masako', 'Makiguchi, Mayuki']",Movie,2010
778,779,Glasslip,5.53,,https://myanimelist.net/anime/23079/Glasslip,"['Adventure', 'Romance', 'Fantasy']",CoMix Wave Films,"['Kanemoto, Hisako', 'Irino, Miyu', 'Inoue, Kazuhiko', 'Takeuchi, Junko', 'Irino, Miyu', 'Orikasa, Fumiko', 'Hidaka, Rina', 'Maeda, Takeshi', 'Hamada, Kenji', 'Shimamoto, Sumi']",Movie,2011
779,780,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.54,,https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",Sunrise,"['Hoshi, Soichiro', 'Tanaka, Rie', 'Ishida, Akira', 'Shindo, Naomi', 'Koyasu, Takehito', 'Mitsuishi, Kotono', 'Seki, Toshihiko', 'Kuwashima, Houko', 'Seki, Tomokazu', 'Mitsuishi, Kotono']",TV,2002
780,781,Aku no Hana,7.18,,https://myanimelist.net/anime/16201/Aku_no_Hana,"['Comedy', 'Romance', 'School']",Doga Kobo,"['Akasaki, Chinatsu', 'Numakura, Manami', 'Taichi, You', 'Sakura, Ayane', 'Minase, Inori', 'Matsuoka, Yoshitsugu', 'Mizushima, Takahiro', 'Uchiyama, Kouki', 'Hayami, Saori', 'Arai, Satomi']",TV,2013
781,782,Naruto: Shippuuden Movie 4 - The Lost Tower,7.52,,https://myanimelist.net/anime/8246/Naruto__Shippuuden_Movie_4_-_The_Lost_Tower,"['Action', 'Harem', 'Police', 'Ecchi']",Passione,"['Numakura, Manami', 'Uchida, Maaya', 'Fukuyama, Jun', 'Hino, Satoshi', 'Horie, Yui', 'Chihara, Minori', 'Igarashi, Hiromi', 'Nakahara, Mai', 'Kouno, Marika', 'Fujimura, Ayumi']",TV,2014
782,783,Clannad Movie,7.32,,https://myanimelist.net/anime/1723/Clannad_Movie,"['Action', 'Comedy', 'Super Power', 'School']",Trigger,"['Koshimizu, Ami', 'Yuzuki, Ryouka', 'Suzaki, Aya', 'Fujimura, Ayumi', 'Shintani, Mayumi', 'Seki, Toshihiko', 'Inada, Tetsu', 'Miki, Shinichiro', 'Hiyama, Nobuyuki', 'Park, Romi']",Special,2014
783,784,Hoshi wo Ou Kodomo,7.70,,https://myanimelist.net/anime/9760/Hoshi_wo_Ou_Kodomo,"['Action', 'Sci-Fi', 'Drama', 'Fantasy']",OLM,"['Yuzuki, Ryouka', 'Koyama, Rikiya', 'Sawashiro, Miyuki', 'Tanaka, Atsuko', 'Miyake, Kaya', 'Namikawa, Daisuke', 'Kirii, Daisuke', 'Kugimiya, Rie', 'Nakahara, Mai', 'Watanabe, Akeno']",TV,2006
784,785,One Piece Film: Z,8.30,,https://myanimelist.net/anime/12859/One_Piece_Film__Z,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",Toei Animation,"['Tanaka, Mayumi', 'Nakai, Kazuya', 'Hirata, Hiroaki', 'Yamaguchi, Yuriko', 'Ootani, Ikue', 'Okamura, Akemi', 'Yamaguchi, Kappei', 'Cho', 'Yao, Kazuki', 'Suzuki, Masami']",Movie,2012
785,786,Love Lab,7.43,,https://myanimelist.net/anime/16353/Love_Lab,"['Comedy', 'School', 'Slice of Life']",Doga Kobo,"['Arakawa, Chika', 'Mimori, Suzuko', 'Uchida, Maaya', 'Miyamoto, Yume', 'Shimono, Hiro', 'Uesaka, Sumire', 'Aoi, Wakana', 'Tsunematsu, Ayumi', 'Kido, Ibuki', 'Morohoshi, Sumire']",TV,2013
786,787,Rail Wars!,6.46,,https://myanimelist.net/anime/23309/Rail_Wars,"['Horror', 'Mystery', 'Thriller']",P.A. Works,"['Takamori, Natsumi', 'Igarashi, Hiromi', 'Abe, Atsushi']",OVA,2012
787,788,"Kill la Kill Specials  Special (2 eps)  Sep 2014 - Sep 2014  118,748 members",7.80,,https://myanimelist.net/anime/21659/Kill_la_Kill_Specials,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",Bones,"['Park, Romi', 'Kugimiya, Rie', 'Sakamoto, Maaya', 'Morikawa, Toshiyuki', 'Miki, Shinichiro', 'Orikasa, Fumiko', 'Utsumi, Kenji', 'Takamoto, Megumi', 'Sato, Biichi', 'Kiuchi, Hidenobu']",Movie,2011
788,789,Sengoku Basara,7.49,,https://myanimelist.net/anime/5355/Sengoku_Basara,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']",AIC,"['Inoue, Kikuko', 'Touma, Yumi', 'Kikuchi, Masami', 'Hisakawa, Aya', 'Itou, Miki', 'Takano, Urara', 'Fuchizaki, Yuriko', 'Futamata, Issei', 'Yanada, Kiyoyuki']",TV,2005
789,790,Grisaia no Meikyuu: Caprice no Mayu 0,8.03,,https://myanimelist.net/anime/29093/Grisaia_no_Meikyuu__Caprice_no_Mayu_0,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",Studio Deen,"['Toriumi, Kousuke', 'Morikubo, Shoutarou', 'Miki, Shinichiro', 'Yusa, Kouji', 'Yoshino, Hiroyuki', 'Kuwashima, Houko', 'Tsuboi, Tomohiro', 'Tobita, Nobuo', 'Tsuda, Kenjirou', 'Suzuki, Takayuki']",TV,2010
790,791,Zombieland Saga,7.45,,https://myanimelist.net/anime/37976/Zombieland_Saga,"['Action', 'Adventure']",Studio Pierrot,"['Takeuchi, Junko', 'Inoue, Kazuhiko', 'Nakamura, Chie', 'Ikeda, Kyousuke', 'Ootsuka, Akio', 'Masukawa, Yoichi', 'Hayashi, Marika', 'Hamada, Kenji']",Movie,2006
791,792,Mobile Suit Gundam SEED,7.87,,https://myanimelist.net/anime/93/Mobile_Suit_Gundam_SEED,['Drama'],8bit,"['Sakurai, Takahiro', 'Tomonaga, Akane', 'Mizuhashi, Kaori', 'Taguchi, Hiroko', 'Tanaka, Ryouko', 'Mizusawa, Kei', 'Shimizu, Ai', 'Tamiyasu, Tomoe', 'Narumi, Erika', 'Yanase, Natsumi']",Special,2015
792,793,GJ-bu,7.43,,https://myanimelist.net/anime/14811/GJ-bu,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",Doga Kobo,"['Nakamura, Eriko', 'Aoba, Ringo', 'Yoshida, Mayumi', 'Shimizu, Ai', 'Asanuma, Shintaro', 'Takahashi, Chiaki', 'Ookubo, Aiko', 'Ohashi, Ayuru', 'Kadowaki, Mai', 'Hatano, Wataru']",TV,2011
793,794,Another: The Other - Inga,7.43,,https://myanimelist.net/anime/11701/Another__The_Other_-_Inga,"['Comedy', 'School', 'Shounen', 'Sports']",Production I.G,"['Sakurai, Takahiro', 'Osaka, Ryota', 'Hanae, Natsuki', 'Shimazaki, Nobunaga', 'Asanuma, Shintaro', 'Namikawa, Daisuke', 'Ono, Kensho', 'Hosoya, Yoshimasa', 'Kaji, Yuki', 'Okamoto, Nobuhiko']",TV,2013
794,795,Fullmetal Alchemist: The Sacred Star of Milos,7.42,,https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos,"['Comedy', 'Parody', 'Sci-Fi']",Xebec,"['Asumi, Kana', 'Matsuki, Miyu', 'Seki, Tomokazu', 'Kitamura, Eri', 'Arai, Satomi', 'Hisakawa, Aya', 'Ootsubo, Yuka', 'Kouda, Mariko', 'Hatano, Wataru', 'Shibuya, Azuki']",TV,2013
795,796,Diamond no Ace,8.19,,https://myanimelist.net/anime/18689/Diamond_no_Ace,"['Action', 'Sci-Fi', 'Mecha']",Sunrise,"['Mizuki, Nana', 'Tamura, Yukari', 'Miyano, Mamoru', 'Horie, Yui', 'Kuwashima, Houko', 'Uesaka, Sumire', 'Seki, Toshihiko', 'Ogura, Yui', 'Kitamura, Eri', 'Honda, Takako']",TV,2014
796,797,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.87,,https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago,"['Action', 'Military', 'Adventure', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",Studio 4°C,"['Iwanaga, Hiroaki', 'Sakurai, Takahiro', 'Yukinari, Toa', 'Kaji, Yuki', 'Miyake, Kenta', 'Kotobuki, Minako', 'Fujiwara, Takahiro', 'Matsumoto, Yoshirou', 'Kobayashi, Kendou', 'Yao, Kazuki']",Movie,2012
797,798,Utawarerumono,7.73,,https://myanimelist.net/anime/856/Utawarerumono,"['Action', 'Adventure', 'Super Power', 'Demons', 'Shounen']",TMS Entertainment,"['Murase, Ayumu', 'Satou, Takuya', 'Tachibana, Shinnosuke', 'Hanae, Natsuki', 'Kakuma, Ai', 'Nishida, Masakazu', 'Kondou, Yui', 'Mogami, Tsuguo', 'Inoue, Go', 'Sugiyama, Noriaki']",TV,2016
798,799,Koi wa Ameagari no You ni,7.61,,https://myanimelist.net/anime/34984/Koi_wa_Ameagari_no_You_ni,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']",Madhouse,"['Yamaguchi, Kappei', 'Miyano, Mamoru', 'Nakamura, Shidou', 'Hidaka, Noriko', 'Hirano, Aya', 'Sasaki, Nozomu', 'Naitou, Ryou', 'Matsukaze, Masaya', 'Saito, Kimiko']",Special,2007
799,800,D.Gray-man Hallow,7.89,,https://myanimelist.net/anime/32370/DGray-man_Hallow,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",Doga Kobo,"['Ootsubo, Yuka', 'Mikami, Shiori', 'Tsuda, Minami', 'Ookubo, Rumi', 'Fujita, Saki', 'Katou, Emiri', 'Toyosaki, Aki', 'Mimori, Suzuko', 'Gotou, Saori', 'Horie, Yui']",TV,2012
800,801,Kuroshitsuji: Book of Murder,8.32,,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder,"['Slice of Life', 'Comedy', 'Romance', 'Seinen']",Seven,"['Tamura, Yukari', 'Suzumura, Kenichi', 'Horino, Sayaka', 'Kugimiya, Rie', 'Shimizu, Kaori', 'Sakura, Ayane', 'Sakai, Toshifumi', 'Mitsuishi, Kotono', 'Shintani, Ryouko', 'Matsuki, Miyu']",TV,2015
